"Bookings","","","","","","",""
"Booking ID","Item","Start Time","Start Date","# of Pax","Total","Net Revenue Collected","Affiliate"
"#125099928","BCNMORAM/PM","08:30am","2022-12-07","2","€219.98","€175.98","Airbnb"
"#141344227","BCNMOOIL","10:45am","2022-12-07","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#137608080","BCNMOOIL","10:45am","2022-12-07","1","€84.99","€59.49","GetYourGuide - EUR"
"#136802312","LISSKYAM","09:00am","2022-12-08","1","€119.99","€89.99","Civitatis - EUR"
"#125232918","LISSKYAM","09:00am","2022-12-08","1","€119.99","€89.99","Civitatis - EUR"
"#135264362","BCNBOFLA","06:00pm","2022-12-08","2","€169.98","€127.48","Activities Bank (HotelBeds)"
"#138164590","MADTRESC","08:00am","2022-12-09","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#139409075","BCNMOHAM","08:30am","2022-12-09","3","€188.97","€113.37","TripAdvisor Experiences/Viator - EUR"
"#117776851","BCNBOFLA","06:00pm","2022-12-09","1","€79.99","€59.03","TripAdvisor Experiences/Viator - EUR"
"#124624141","BCNSKYAM/PM","09:30am","2022-12-10","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#119188487","Specials - BCTOURS","09:45am","2022-12-10","1","€0.00","€0.00",""
"#141352860","BCNHEL11","10:30am","2022-12-10","1","€149.99","€112.49","GetYourGuide - EUR"
"#138066067","BCNPENAM/PM","09:00am","2022-12-11","1","€99.99","€76.99","TripAdvisor Experiences/Viator - EUR"
"#141010544","BCNMOOIL","10:45am","2022-12-11","1","€84.99","€59.49","GetYourGuide - EUR"
"#132580366","BCNMOOIL","10:45am","2022-12-11","2","€149.98","€112.48","Activities Bank (HotelBeds)"
"#140141738","BCNMOOIL","10:45am","2022-12-13","1","€74.99","€55.26","TripAdvisor Experiences/Viator - EUR"
"#132544789","BCNMOHAM","08:30am","2022-12-15","1","€59.99","€44.21","TripAdvisor Experiences/Viator - EUR"
"#139380678","BCNPENAM/PM","09:00am","2022-12-15","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#127320148","BCNBALAM","07:00am","2022-12-16","2","€499.98","€399.98","Airbnb"
"#140491717","BCNMORAM/PM","08:30am","2022-12-16","4","€439.96","€351.96","Airbnb"
"#138806875","CORSPECIAL","07:00pm","2022-12-16","1","€0.00","€0.00",""
"#134359120","LISSKYAM","09:00am","2022-12-17","4","€479.96","€359.96","GetYourGuide - EUR"
"#136125655","BCNSKYAM/PM","09:30am","2022-12-17","1","€129.99","€95.80","TripAdvisor Experiences/Viator - EUR"
"#119188511","Specials - BCTOURS","09:45am","2022-12-17","1","€0.00","€0.00",""
"#137393829","BCNMOOIL","10:45am","2022-12-17","5","€424.95","€313.15","TripAdvisor Experiences/Viator - EUR"
"#123161929","BCNMOOIL","10:45am","2022-12-17","2","€149.98","€112.48","GL Tours"
"#140982222","MADBITES","06:00pm","2022-12-17","3","€224.97","€179.97","Airbnb"
"#139541894","MADBITES","06:00pm","2022-12-17","1","€74.99","€55.26","TripAdvisor Experiences/Viator - EUR"
"#118583717","BCNMOHAM","08:30am","2022-12-18","1","€56.99","€39.89","GetYourGuide - EUR"
"#130645564","BCNMOOIL","10:45am","2022-12-18","2","€149.98","€112.48","Activities Bank (HotelBeds)"
"#133900526","MADSEBAL","06:00am","2022-12-19","2","€519.98","€415.98","Airbnb"
"#138479239","MADTRESC","08:00am","2022-12-19","4","€459.96","€338.98","TripAdvisor Experiences/Viator - EUR"
"#133135076","BCNPENAM/PM","09:00am","2022-12-19","2","€219.98","€175.98","Airbnb"
"#130645535","BCNGOUTP","06:00pm","2022-12-19","2","€179.98","€134.98","Activities Bank (HotelBeds)"
"#108222000","BCNPENAM/PM","09:00am","2022-12-20","2","€173.98","€130.48","GetYourGuide - EUR"
"#133504065","MADTRESC","08:00am","2022-12-22","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#132821552","BCNMOHAM","08:30am","2022-12-22","4","€239.96","€191.96","Musement - EUR"
"#130041708","MADTRESC","08:00am","2022-12-23","3","€359.97","€265.29","TripAdvisor Experiences/Viator - EUR"
"#136705929","BCNMOHAM","08:30am","2022-12-23","4","€239.96","€176.84","TripAdvisor Experiences/Viator - EUR"
"#135356178","BCNBOFLA","06:00pm","2022-12-23","2","€169.98","€127.48","Activities Bank (HotelBeds)"
"#130813969","BCNMOHAM","08:30am","2022-12-24","3","€209.97","€146.97","GetYourGuide - EUR"
"#119188532","Specials - BCTOURS","09:45am","2022-12-24","1","€0.00","€0.00",""
"#141135778","MADTRESC","08:00am","2022-12-26","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#137887300","MADTRESC","08:00am","2022-12-26","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#141297885","MADTOLFD","10:00am","2022-12-26","7","€979.93","€783.93","Airbnb"
"#141405196","TM-BCNESPXX","07:00am","2022-12-27","1","€90.00","€76.50","Tours for You"
"#141318494","MADVALLE","08:00am","2022-12-27","7","€699.93","€559.93","Airbnb"
"#138375606","MADTRESC","08:00am","2022-12-27","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#129405787","MADTRESC","08:00am","2022-12-27","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#141214494","LISTRESC","08:00am","2022-12-27","1","€99.99","€74.99","GetYourGuide - EUR"
"#141086708","BCNMOHAM","08:30am","2022-12-27","9","€566.91","€340.11","TripAdvisor Experiences/Viator - EUR"
"#140894938","BCNPENAM/PM","09:00am","2022-12-27","2","€219.98","€153.98","GetYourGuide - EUR"
"#139665420","BCNPENAM/PM","09:00am","2022-12-27","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#140797400","MADBITES","06:00pm","2022-12-27","1","€74.99","€56.24","GetYourGuide - EUR"
"#141405975","TM-BCNGOFTR","09:00am","2022-12-28","1","€737.50","€518.50","Tours for You"
"#130588655","BCNMOOIL","10:45am","2022-12-28","3","€254.97","€178.47","GetYourGuide - EUR"
"#138349862","BCNBALAM","07:00am","2022-12-29","4","€919.96","€717.56","Project Expedition - EUR"
"#119541827","BCNPENAM/PM","09:00am","2022-12-29","4","€347.96","€243.56","GetYourGuide - EUR"
"#137604625","BCNBOFLA","06:00pm","2022-12-29","5","€339.95","€254.95","Activities Bank (HotelBeds)"
"#135875515","BCNBOFLA","06:00pm","2022-12-29","2","€135.98","€101.98","Activities Bank (HotelBeds)"
"#118089550","BCNBALAM","07:00am","2022-12-30","2","€459.98","€367.98","Airbnb"
"#141405249","TM-BCNESPXX","08:00am","2022-12-30","1","€2,335.00","€1,984.75","Tours for You"
"#140001815","MADTRESC","08:00am","2022-12-30","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#121794440","MADTRESC","08:00am","2022-12-30","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#141093237","MADDUERO","08:00am","2022-12-30","5","€849.95","€637.45","Activities Bank (HotelBeds)"
"#141013974","MADDUERO","08:00am","2022-12-30","2","€339.98","€237.98","TripAdvisor Experiences/Viator - EUR"
"#134335035","BCNMOHAM","08:30am","2022-12-30","4","€239.96","€191.96","Portugal Trails"
"#141080717","LISCOHOR","08:30am","2022-12-30","3","€269.97","€188.97","GetYourGuide - EUR"
"#141035391","BCNPENAM/PM","09:00am","2022-12-30","4","€439.96","€307.96","GetYourGuide - EUR"
"#131841678","MADBITES","06:00pm","2022-12-30","4","€299.96","€239.96","Airbnb"
"#139238345","BCNPENAM/PM","09:00am","2022-12-31","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#136324005","MADTOWIN","09:00am","2022-12-31","6","€479.94","€335.94","GetYourGuide - EUR"
"#119188552","Specials - BCTOURS","09:45am","2022-12-31","1","€0.00","€0.00",""
"#138501918","MADTOPRA","08:30am","2023-01-02","4","€359.96","€280.76","Project Expedition - EUR"
"#135340929","BCNALESA/PM","10:00am","2023-01-02","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141336476","BCNBOFLA","06:00pm","2023-01-02","2","€169.98","€132.58","Project Expedition - EUR"
"#138810737","BCNBOFLA","06:00pm","2023-01-02","2","€169.98","€132.58","Project Expedition - EUR"
"#141374082","MADBITES","06:00pm","2023-01-02","4","€299.96","€221.04","TripAdvisor Experiences/Viator - EUR"
"#126423547","MADTAFLA","06:00pm","2023-01-02","2","€159.98","€127.98","Airbnb"
"#120396165","LISEBIAM","09:00am","2023-01-03","2","€99.98","€79.98","Airbnb"
"#137875507","BCNHEL06","11:30am","2023-01-03","2","€169.98","€143.98","GetYourGuide - EUR"
"#139343365","MADSEBAL","06:00am","2023-01-04","2","€519.98","€381.76","TripAdvisor Experiences/Viator - EUR"
"#123609515","MADTRESC","08:00am","2023-01-04","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140818961","BCNMORAM/PM","08:30am","2023-01-04","2","€219.98","€164.98","GetYourGuide - EUR"
"#131850648","MADTOWIN","09:00am","2023-01-04","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#126530113","MADTOWIN","09:00am","2023-01-04","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#126466856","MADTOWIN","09:00am","2023-01-04","3","€239.97","€167.97","TripAdvisor Experiences/Viator - EUR"
"#141336570","BCNSKYAM/PM","09:30am","2023-01-04","4","€519.96","€405.56","Project Expedition - EUR"
"#140740174","MADSEBAL","06:00am","2023-01-05","2","€479.98","€383.98","Airbnb"
"#140879511","BCNMOHAM","08:30am","2023-01-05","2","€118.85","€115.94",""
"#139637851","BCNMOHAM","08:30am","2023-01-06","6","€377.94","€283.44","Activities Bank (HotelBeds)"
"#135550323","MADTRESC","08:00am","2023-01-07","6","€719.94","€503.94","GetYourGuide - EUR"
"#133694764","MADTRESC","08:00am","2023-01-07","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#134005781","LISSKYAM","09:00am","2023-01-07","2","€239.98","€143.98","TripAdvisor Experiences/Viator - EUR"
"#120116293","BCNSKYAM/PM","09:30am","2023-01-07","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#137735609","BCNMOOIL","10:45am","2023-01-08","3","€254.97","€178.47","GetYourGuide - EUR"
"#141398015","MADTAFLA","06:00pm","2023-01-10","2","€159.98","€119.98","Activities Bank (HotelBeds)"
"#133641816","BCNSKYAM/PM","09:30am","2023-01-11","2","€259.98","€197.58","Expedia.com - EUR"
"#141194253","MADDUERO","08:00am","2023-01-13","1","€169.99","€118.99","TripAdvisor Experiences/Viator - EUR"
"#136807374","MADSEBAL","06:00am","2023-01-16","1","€259.99","€190.88","TripAdvisor Experiences/Viator - EUR"
"#140971258","BCNMOOIL","10:45am","2023-01-16","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#136522572","MADTRESC","08:00am","2023-01-17","5","€599.95","€479.95","Airbnb"
"#139520903","BCNHEL06","11:30am","2023-01-19","2","€189.98","€140.00","TripAdvisor Experiences/Viator - EUR"
"#139262811","LISEBIAM","09:00am","2023-01-22","1","€49.99","€37.49","GetYourGuide - EUR"
"#140981554","BCNMOOIL","10:45am","2023-01-22","1","€79.99","€59.99","Activities Bank (HotelBeds)"
"#139391941","BCNMORAM/PM","08:30am","2023-01-24","1","€109.99","€87.99","Airbnb"
"#139739767","BCNEBIAM/PM","10:00am","2023-01-27","1","€59.99","€44.99","Expedia.com - EUR"
"#136085244","MADDUERO","08:00am","2023-01-28","2","€339.98","€254.98","Activities Bank (HotelBeds)"
"#128635310","MADVALLE","08:00am","2023-01-29","1","€99.99","€97.49",""
"#140783978","MADTRESC","08:00am","2023-01-29","1","€119.99","€83.99","GetYourGuide - EUR"
"#140953826","MADTRESC","08:00am","2023-02-01","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#141182222","LISTRESC","08:00am","2023-02-01","1","€99.99","€73.29","TripAdvisor Experiences/Viator - EUR"
"#136091378","LISSKYAM","09:00am","2023-02-04","2","€239.98","€179.98","GetYourGuide - EUR"
"#141211295","BCNPENAM/PM","09:00am","2023-02-04","6","€659.94","€527.94","Airbnb"
"#136373358","BCNHEL06","11:30am","2023-02-05","4","€379.96","€252.80","GetYourGuide - EUR"
"#138672416","BCNEBIAM/PM","10:00am","2023-02-06","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#128276328","BCNMOOIL","10:45am","2023-02-07","1","€74.99","€55.26","TripAdvisor Experiences/Viator - EUR"
"#140869410","MADTRESC","08:00am","2023-02-08","2","€239.98","€179.98","Activities Bank (HotelBeds)"
"#141173642","MADBITES","06:00pm","2023-02-16","4","€299.96","€224.96","GetYourGuide - EUR"
"#137514663","BCNBOFLA","06:00pm","2023-02-17","2","€135.98","€100.34","TripAdvisor Experiences/Viator - EUR"
"#140906409","MADTRESC","08:00am","2023-02-18","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#137520930","MADBITES","06:00pm","2023-02-18","1","€74.99","€56.24","Activities Bank (HotelBeds)"
"#121674163","BCNBOFLA","06:00pm","2023-02-19","1","€79.99","€59.99","Expedia.com - EUR"
"#124203344","MADBITES","06:00pm","2023-02-19","2","€149.98","€112.48","Expedia.com - EUR"
"#133393296","MADVALLE","08:00am","2023-02-21","2","€188.66","€184.21",""
"#135525518","BCNSKYAM/PM","09:30am","2023-02-22","3","€389.97","€311.97","Airbnb"
"#140006183","LISSKYAM","09:00am","2023-02-26","2","€239.98","€179.98","Expedia.com - EUR"
"#124114263","BCNALESA/PM","10:00am","2023-03-03","2","€239.98","€182.38","GetYourGuide - EUR"
"#139126017","MADBITES","11:30am","2023-03-03","5","€299.96","€224.96","GetYourGuide - EUR"
"#136853164","BCNSKYAM/PM","09:30am","2023-03-04","8","€1,039.92","€811.12","Civitatis - EUR"
"#140970104","MADTRESC","08:00am","2023-03-11","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#125300310","TM-BCNESPXX","09:00am","2023-03-11","1","€90.00","€76.50","Tours for You"
"#125302547","TM-BCNGOFTR","10:00am","2023-03-12","1","€570.00","€484.50","Tours for You"
"#125302790","TM-BCNESPXX","07:30am","2023-03-13","1","€90.00","€76.50","Tours for You"
"#117183242","MADTRESC","08:00am","2023-03-13","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#136944092","BCNSKYAM/PM","09:30am","2023-03-17","2","€259.98","€197.58","GetYourGuide - EUR"
"#125303224","TM-BCNESPXX","07:00am","2023-03-18","1","€90.00","€0.00","Tours for You"
"#125303397","TM-BCNESPXX","11:00am","2023-03-19","1","€90.00","€0.00","Tours for You"
"#141255617","LISSKYAM","09:00am","2023-03-22","2","€239.98","€143.98","TripAdvisor Experiences/Viator - EUR"
"#137555807","MADTRESC","08:00am","2023-03-24","2","€239.98","€167.98","GetYourGuide - EUR"
"#137436631","MADEBIAM/PM","11:00am","2023-03-26","1","€39.99","€29.99","GetYourGuide - EUR"
"#137595475","MADSEBAL","06:00am","2023-03-27","1","€259.99","€207.99","Airbnb"
"#136027284","MADSEBAL","06:00am","2023-03-31","2","€519.98","€381.76","TripAdvisor Experiences/Viator - EUR"
"#140873058","MADBITES","11:30am","2023-04-02","1","€74.99","€59.99","Airbnb"
"#139651425","LISTRESC","08:00am","2023-04-07","2","€199.98","€149.98","GetYourGuide - EUR"
"#137310298","MADTRESC","08:00am","2023-04-09","3","€359.97","€269.97","Activities Bank (HotelBeds)"
"#136246394","BCNMOOIL","10:45am","2023-04-14","2","€149.98","€116.98","Project Expedition - EUR"
"#129428314","BCNMOOIL","10:45am","2023-04-15","4","€339.96","€250.52","TripAdvisor Experiences/Viator - EUR"
"#138124354","TM-BCNESPXX","07:00am","2023-04-22","1","€90.00","€76.50","Tours for You"
"#138134149","PR-BCNEMO","10:00am","2023-04-23","1","€886.00","€705.50","Tours for You"
"#138135994","TM-BCNGOFTR","10:00am","2023-04-24","1","€630.00","€463.25","Tours for You"
"#135181741","MADBITES","06:00pm","2023-04-24","2","€149.98","€112.48","Activities Bank (HotelBeds)"
"#141345296","TM-BCNESPXX","07:00am","2023-04-26","1","€90.00","€0.00","Tours for You"
"#138124647","TM-BCNESPXX","09:30am","2023-04-26","1","€90.00","€76.50","Tours for You"
"#141345471","TM-BCNESPXX","07:00am","2023-04-27","1","€90.00","€0.00","Tours for You"
"#141345526","TM-BCNESPXX","05:00pm","2023-04-28","1","€930.00","€0.00","Tours for You"
"#141345571","TM-BCNGOF","10:00am","2023-04-29","1","€866.00","€501.50","Tours for You"
"#141345600","TM-BCNGOF","10:00am","2023-04-30","1","€351.00","€250.75","Tours for You"
"#141345668","TM-BCNESPXX","03:00pm","2023-04-30","1","€355.00","€0.00","Tours for You"
"#141345697","TM-BCNESPXX","07:00am","2023-05-01","1","€90.00","€0.00","Tours for You"
"#139249683","BCNMOOIL","10:45am","2023-05-01","2","€169.98","€118.98","GetYourGuide - EUR"
"#141399819","BCNBOFLA","06:00pm","2023-05-02","3","€254.97","€191.22","Activities Bank (HotelBeds)"
"#140629606","BCNMOHAM","08:30am","2023-05-03","2","€125.98","€100.78","Just Explore"
"#140549004","BCNMOOIL","10:45am","2023-05-03","2","€169.98","€118.98","GetYourGuide - EUR"
"#133326209","MADTRESC","08:00am","2023-05-04","2","€239.98","€179.98","Activities Bank (HotelBeds)"
"#130466273","BCNPENAM/PM","09:00am","2023-05-04","2","€199.98","€159.98","Portugal Trails"
"#139409027","BCNMOOIL","10:45am","2023-05-04","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#140283936","MADTOLFD","10:00am","2023-05-08","2","€279.98","€209.98","Activities Bank (HotelBeds)"
"#138398257","BCNMOOIL","10:45am","2023-05-11","2","€169.98","€118.98","GetYourGuide - EUR"
"#138497141","BCNMOOIL","10:45am","2023-05-12","2","€169.98","€118.98","GetYourGuide - EUR"
"#130465255","BCNMOHAM","08:30am","2023-05-13","2","€119.98","€95.98","Portugal Trails"
"#141270903","BCNSKYAM/PM","09:30am","2023-05-16","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#141376080","LISEBIAM","09:00am","2023-05-17","2","€99.98","€69.98","GetYourGuide - EUR"
"#124120049","TM-BCNESPXX","07:00am","2023-05-19","1","€317.65","€270.00","Tours for You"
"#124120642","TM-BCNGOFTR","09:30am","2023-05-20","1","€1,095.60","€931.26","Tours for You"
"#124121080","TM-BCNGOF","02:30pm","2023-05-20","1","€260.00","€221.00","Tours for You"
"#124122423","TM-BCNESPXX","09:00am","2023-05-21","1","€1,399.60","€1,189.66","Tours for You"
"#124122802","TM-BCNESPXX","07:00am","2023-05-22","1","€250.00","€212.50","Tours for You"
"#139636782","TM-BCNESPXX","10:00am","2023-05-28","1","€90.00","€0.00","Tours for You"
"#136637194","BCNMOOIL","10:45am","2023-05-28","2","€169.98","€125.26","TripAdvisor Experiences/Viator - EUR"
"#139636848","TM-BCNESPXX","10:00am","2023-05-29","1","€772.00","€680.00","Tours for You"
"#139637034","TM-BCNESPXX","10:00am","2023-05-30","1","€780.00","€0.00","Tours for You"
"#139637063","TM-BCNESPXX","10:00am","2023-05-31","1","€90.00","€0.00","Tours for You"
"#125407188","BCNMOOIL","10:45am","2023-06-03","4","€299.96","€239.96","Airbnb"
"#86791462","BCNGAUAM/PM","03:30pm","2023-10-01","2","€199.98","€159.98","Portugal Trails"
"","","","","3980","€447,225.39","€330,827.21",""
